WELL_ID,TREND,Presence,p-val,z
W0601502030,|('no trend', False,1, 0)|
W0601510701,|('decreasing', True,0.000220034, -3.6948303200820756)|
W0601500455,|('no trend', False,0.815745339, -0.2330206912141852)|
W0601500495,|('no trend', False,0.395488656, 0.8497058314499201)|
W0601510038,|('no trend', False,0.698756174, 0.3870000463968843)|
W0601510022,|('no trend', False,0.705593381, -0.37778087616760364)|
W0601510026,|('no trend', False,0.512449676, 0.6550280794721897)|
W0601500407,|('no trend', False,0.329192179, 0.975742310718226)|
W0601500371,|('increasing', True,1.57E-06, 4.802725322415301)|
W0601503104,|('no trend', False,1, 0.0)|
W0601510052,|('decreasing', True,0.000245644, -3.6667590527902854)|
W0601510055,|('no trend', False,0.458402583, 0.7414797868493969)|
W0601510044,|('decreasing', True,0.017984184, -2.3659435909654003)|
W0601500481,|('decreasing', True,0.004687664, -2.827748337732258)|
W0601502183,|('no trend', False,1, 0.0)|
W0601510003,|('decreasing', True,0.00354141, -2.9163605840227427)|
W0601510056,|('no trend', False,0.279909099, -1.0805235638660666)|
W0601502029,|('no trend', False,1, 0)|
W0601502217,|('no trend', False,1, 0)|
W0601500424,|('no trend', False,0.135109206, 1.4942541429619325)|
W0601503397,|('no trend', False,1, 0)|
W0601502756,|('no trend', False,1, 0.0)|
W0601503209,|('no trend', False,0.089429359, 1.6984155512168937)|
W0601500380,|('no trend', False,0.306592915, 1.0223972648864954)|
W0601503226,|('decreasing', True,0.008090376, -2.648274679602921)|
W0601500449,|('no trend', False,0.747898059, 0.32141217326661253)|
W0601502244,|('no trend', False,1, 0.0)|
W0601500458,|('increasing', True,0.024170547, 2.2544074479065386)|
W0601510031,|('no trend', False,0.058627941, -1.890973059159369)|
W0601510005,|('increasing', True,0.003188694, 2.9489365610788076)|
W0601510006,|('no trend', False,0.126722877, 1.527153377010946)|
W0601500216,|('no trend', False,0.353262801, 0.928279121632914)|
W0601510012,|('no trend', False,0.187862948, -1.316927438794825)|
W0601500569,|('increasing', True,7.25E-07, 4.954629756191921)|
W0601510014,|('no trend', False,0.698558291, -0.38726735447154037)|
W0601500050,|('no trend', False,0.196197663, 1.2924606552829938)|
W0601510017,|('no trend', False,0.073519968, -1.7895892473637076)|
W0601500252,|('no trend', False,1, 0.0)|
W0601500336,|('no trend', False,0.660050948, -0.4398428249989876)|
W0601510019,|('no trend', False,0.390041374, 0.8595423339799436)|
W0601510043,|('no trend', False,0.086283072, -1.7153391117083598)|
W0601510032,|('increasing', True,0.034440305, 2.114878493289016)|
W0601500377,|('no trend', False,1, 0.0)|
W0601510703,|('no trend', False,0.436169532, -0.7786778078328643)|
W0601500448,|('increasing', True,0.000540721, 3.4597279317954697)|
W0601510007,|('no trend', False,0.053675607, 1.929445277873038)|
W0601500520,|('no trend', False,1, 0.0)|
W0601510045,|('no trend', False,0.599913291, 0.5245252092333527)|
W0601510018,|('increasing', True,0.000877145, 3.3272283221039696)|
W0601510028,|('no trend', False,0.835428249, -0.20774478269463736)|
W0601510029,|('no trend', False,0.219321933, -1.2283331466299108)|
W0601502724,|('no trend', False,1, 0)|
W0601500554,|('no trend', False,0.945836086, 0.06793662204867575)|
W0601500374,|('no trend', False,1, 0.0)|
W0601500211,|('no trend', False,0.543850485, -0.6070006438706541)|
W0601503341,|('no trend', False,0.091393905, -1.6880902558642397)|
W0601510033,|('no trend', False,0.079440383, 1.753942369608548)|
W0601510023,|('increasing', True,0.013650755, 2.4663246362668065)|
W0601510702,|('no trend', False,0.795020033, 0.2597974308304364)|
W0601500465,|('no trend', False,0.80612609, 0.24542665764607569)|
W0601503140,|('no trend', False,1, 0)|
W0601510024,|('increasing', True,0.047814565, 1.9790127972780778)|
W0601500364,|('no trend', False,0.567709166, 0.5714285714285714)|
W0601510015,|('no trend', False,0.973576402, 0.03312312444903266)|
W0601502564,|('no trend', False,0.548005572, 0.6007514091861106)|
W0601500301,|('increasing', True,0.027486336, 2.2045407685048604)|
W0601500484,|('no trend', False,1, 0)|
W0601510002,|('no trend', False,0.362562687, 0.9104927817414118)|
W0601502645,|('decreasing', True,0.042960146, -2.0240972548199596)|
W0601502094,|('no trend', False,0.520050527, -0.6432675209026769)|
W0601500070,|('no trend', False,1, 0.0)|
W0601500121,|('no trend', False,0.457717434, -0.7426106572325056)|
W0601502027,|('no trend', False,1, 0)|
W0601503249,|('no trend', False,1, 0.0)|
W0601502820,|('no trend', False,0.229556214, 1.2015028183722212)|
W0601500550,|('increasing', True,0.037619707, 2.078974359474349)|
W0601504001,|('no trend', False,1, 0)|
W0601500209,|('no trend', False,0.194268342, -1.2980552728017947)|
W0601503475,|('no trend', False,0.482932897, -0.7015931938871256)|
W0601503093,|('increasing', True,0.004434008, 2.8455120410060126)|
W0601510020,|('decreasing', True,0.026674651, -2.216246115289374)|
W0601500398,|('no trend', False,0.938134268, 0.07761505257063328)|
W0601500544,|('no trend', False,0.244332522, 1.1642257885594993)|
W0601500373,|('no trend', False,0.220671362, 1.224744871391589)|
W0601500006,|('no trend', False,1, 0.0)|
W0601502033,|('no trend', False,0.308179547, 1.0190493307301363)|
W0601503304,|('no trend', False,0.465003304, 0.7306330752902452)|
W0601500588,|('no trend', False,0.075287444, 1.7787092376951583)|
W0601503319,|('no trend', False,1, 0)|
W0601503349,|('increasing', True,0.001643679, 3.148042295477062)|
W0601500284,|('no trend', False,0.102312732, 1.6337434459115125)|
W0601500087,|('no trend', False,1, 0)|
W0601510046,|('increasing', True,0.027830978, 2.199660689818172)|
W0601502320,|('no trend', False,0.230535217, -1.1989812986603614)|
W0601502084,|('no trend', False,1, 0.0)|
W0601502133,|('no trend', False,0.220671362, 1.224744871391589)|
W0601502545,|('no trend', False,0.533829422, -0.6221710168382552)|
W0601502398,|('no trend', False,1, 0)|
W0601502465,|('no trend', False,0.9386243, -0.07699905035090181)|
W0601502324,|('no trend', False,1, 0)|
W0601500026,|('no trend', False,0.296269871, 1.044465935734187)|
W0601503578,|('no trend', False,1, 0)|
W0601502245,|('no trend', False,1, 0.0)|
W0601502763,|('no trend', False,0.296269871, 1.044465935734187)|
W0601503100,|('no trend', False,0.086410733, -1.7146428199482247)|
W0601500405,|('no trend', False,0.503187572, 0.6694827640161777)|
W0601500395,|('no trend', False,1, 0.0)|
W0601500305,|('no trend', False,0.489483957, 0.6911298276501672)|
W0601500585,|('no trend', False,0.377873894, -0.8818204817099624)|
W0601502231,|('no trend', False,0.520050527, -0.6432675209026769)|
W0601500571,|('no trend', False,0.536186772, -0.6185895741317419)|
W0601510021,|('no trend', False,0.235117521, 1.1872791724760081)|
W0601502524,|('no trend', False,1, 0)|
W0601500352,|('no trend', False,1, 0)|
W0601500251,|('decreasing', True,0.0347655, -2.111079253238338)|
W0601510025,|('no trend', False,0.117245037, 1.5664425975995397)|
W0601502327,|('no trend', False,1, 0.0)|
W0601510049,|('no trend', False,0.199398725, -1.2832664993548824)|
W0601500314,|('increasing', True,0.001820533, 3.1180478223116177)|
W0601502429,|('no trend', False,1, 0)|
W0601503329,|('no trend', False,0.654146278, -0.4480095859171255)|
W0601510001,|('increasing', True,0.034022798, 2.1198013960862045)|
W0601503202,|('no trend', False,0.296269871, -1.044465935734187)|
W0601502252,|('no trend', False,0.806495941, 0.2449489742783178)|
W0601500540,|('no trend', False,0.085624284, 1.718945569047122)|
W0601502685,|('no trend', False,1, 0.0)|
W0601502134,|('no trend', False,1, 0)|
W0601503292,|('no trend', False,1, 0.0)|
W0601502260,|('no trend', False,0.308179547, 1.0190493307301363)|
W0601500579,|('no trend', False,0.860579192, 0.17563692393356012)|
W0601500421,|('no trend', False,1, 0.0)|
W0601500231,|('no trend', False,0.312976704, -1.0089956834182328)|
W0601503380,|('no trend', False,0.303673215, -1.0285882219856124)|
W0601500600,|('no trend', False,0.734095182, -0.3396831102433787)|
W0601502315,|('no trend', False,0.087371786, -1.7094275248537958)|
W0601510013,|('no trend', False,0.171496983, -1.36740951055551)|
W0601510800,|('no trend', False,0.264569093, -1.115656744018239)|
W0601500475,|('increasing', True,0.033200055, 2.129655622598673)|
W0601500290,|('no trend', False,0.452370361, -0.7514691493021795)|
W0601500597,|('no trend', False,0.457717434, -0.7426106572325056)|
W0601502615,|('no trend', False,0.300281767, -1.0358293407564896)|
W0601502142,|('no trend', False,1, 0)|
W0601502163,|('no trend', False,1, 0)|
W0601500525,|('no trend', False,1, 0)|
W0601503543,|('no trend', False,1, 0)|
W0601510051,|('no trend', False,0.757050396, 0.3093564474773736)|
W0601500443,|('increasing', True,0.037755692, 2.077497214145253)|
W0601502744,|('no trend', False,0.296269871, 1.044465935734187)|
W0601502569,|('increasing', True,0.042254021, 2.03100960115899)|
W0601500096,|('increasing', True,0.004878564, 2.8149445897705094)|
W0601503182,|('no trend', False,0.710523023, -0.3711537444790451)|
W0601502686,|('no trend', False,1, 0)|
W0601900767,|('no trend', False,1, 0.0)|
W0601502633,|('no trend', False,1, 0.0)|
W0601503482,|('no trend', False,1, 0)|
W0601502213,|('no trend', False,1, 0.0)|
W0601510054,|('no trend', False,0.78909362, 0.26748778252687505)|
W0601500436,|('no trend', False,0.335088748, -0.9639145911260822)|
W0601500478,|('no trend', False,0.330422511, -0.9732631917600489)|
W0601500038,|('no trend', False,0.220671362, -1.224744871391589)|
W0601500556,|('no trend', False,0.312976704, 1.0089956834182328)|
W0601500516,|('no trend', False,0.353262801, 0.928279121632914)|
W0601510027,|('increasing', True,0.014022064, 2.4566976732517)|
W0601502580,|('no trend', False,1, 0)|
W0601500491,|('no trend', False,1, 0.0)|
W0601500409,|('increasing', True,0.003227409, 2.9452048899143537)|
W0601503305,|('no trend', False,0.132854956, -1.502938298604359)|
W0601502670,|('no trend', False,0.487746953, 0.6938967635366243)|
W0601502581,|('increasing', True,5.20E-05, 4.046500631475657)|
W0601500327,|('no trend', False,0.65591049, -0.4455663943395034)|
W0601502247,|('increasing', True,0.016052616, 2.407717061715384)|
W0601510004,|('no trend', False,0.124174726, -1.5374844271921468)|
W0601500289,|('no trend', False,0.299665448, 1.0371510893471572)|
W0601502067,|('no trend', False,1, 0.0)|
W0601503082,|('no trend', False,1, 0)|
W0601510036,|('no trend', False,0.592662735, 0.534981377242023)|
W0601500518,|('increasing', True,0.014063532, 2.4556365272101743)|
W0603610854,|('no trend', False,0.868897761, -0.16505872320936057)|
W0601503368,|('no trend', False,1, 0)|
W0601500493,|('decreasing', True,0.035071535, -2.1075314963347274)|
W0601502682,|('no trend', False,1, 0)|
W0601500349,|('no trend', False,0.387595441, 0.8639862547249904)|
W0601500426,|('no trend', False,0.089429359, 1.6984155512168937)|
W0601500553,|('no trend', False,0.250535974, 1.1490485194281397)|
W0601503231,|('no trend', False,1, 0)|
W0601502034,|('no trend', False,0.133128484, -1.5018785229652765)|
W0601500341,|('no trend', False,0.806495941, -0.2449489742783178)|
W0601500592,|('no trend', False,1, 0.0)|
W0601502650,|('no trend', False,1, 0)|
W0601502573,|('no trend', False,1, 0)|
W0601510039,|('decreasing', True,0, -12.98752654674083)|
W0601503270,|('no trend', False,0.296269871, -1.044465935734187)|
W0601502471,|('no trend', False,1, 0)|
W0601502597,|('no trend', False,0.806020029, 0.24556365272101743)|
W0601502608,|('no trend', False,0.93028857, 0.08748177652797065)|
W0601502221,|('no trend', False,0.462432726, -0.7348469228349533)|
W0601503521,|('no trend', False,0.308179547, 1.0190493307301363)|
W0601500438,|('no trend', False,1, 0)|
W0601500578,|('no trend', False,0.457717434, -0.7426106572325056)|
W0601502422,|('no trend', False,0.296269871, -1.044465935734187)|
W0601503077,|('no trend', False,1, 0.0)|
W0601500543,|('no trend', False,0.298500251, 1.0396549201255079)|
W0601500542,|('no trend', False,0.656005132, -0.44543540318737396)|
W0601502056,|('no trend', False,0.536101864, 0.6187184335382291)|
W0601502691,|('no trend', False,1, 0.0)|
W0601500489,|('increasing', True,0.040134998, 2.0523568127251828)|
W0601500466,|('increasing', True,0.026346575, 2.221064767143571)|
W0601502656,|('no trend', False,1, 0)|
W0601502294,|('no trend', False,1, 0)|
W0601500591,|('no trend', False,1, 0.0)|
W0601503366,|('no trend', False,1, 0)|
W0601500393,|('no trend', False,0.585192744, -0.5458155346042223)|
W0601500563,|('no trend', False,0.340430387, 0.9533152111491489)|
W0601500447,|('increasing', True,0.040134998, 2.0523568127251828)|
W0601502666,|('no trend', False,0.579639271, -0.5539117094069973)|
W0601502794,|('no trend', False,1, 0)|
W0601503658,|('no trend', False,1, 0)|
W0601500401,|('no trend', False,0.10776229, -1.6083328927425289)|
W0601502620,|('no trend', False,0.341268476, -0.9516619028617729)|
W0601500402,|('no trend', False,1, 0)|
W0601500003,|('no trend', False,1, 0.0)|
W0601503682,|('no trend', False,1, 0)|
W0601500546,|('increasing', True,0.007895134, 2.6565218126241223)|
W0601503290,|('no trend', False,0.734095182, 0.3396831102433787)|
W0601503105,|('no trend', False,1, 0)|
W0601503091,|('no trend', False,1, 0.0)|
W0601502249,|('no trend', False,1, 0)|
W0601503206,|('no trend', False,1, 0)|
W0601502042,|('no trend', False,1, 0)|
W0601502699,|('decreasing', True,0.014063532, -2.4556365272101743)|
W0601502576,|('no trend', False,1, 0.0)|
W0601503649,|('no trend', False,1, 0.0)|
W0601502606,|('no trend', False,1, 0.0)|
W0601503672,|('no trend', False,1, 0)|
W0601500042,|('no trend', False,1, 0)|
L10009752374,|('increasing', True,3.53E-06, 4.637150173889173)|
SL205064267,|('increasing', True,1.35E-11, 6.762656114479315)|
T0602900128,|('increasing', True,0.02885028, 2.185526297928943)|
GAOG10009277,|('no trend', False,0.182928096, -1.331793373583255)|
L10004418676,|('no trend', False,0.398940595, -0.8435147950367571)|
L10006923234,|('decreasing', True,5.28E-05, -4.0430753104038315)|
GAGW10000038,|('no trend', False,0.473782995, 0.7163374701823408)|
SL0602961924,|('no trend', False,0.122383253, 1.544847095095785)|
GAOG10010391,|('no trend', False,0.472167552, 0.7189567758695331)|
T0602900753,|('no trend', False,0.452787478, 0.7507759960689286)|
L10008917084,|('no trend', False,0.283496723, 1.0724973070003194)|
SLT5FS324450,|('decreasing', True,9.65E-10, -6.11507930408749)|
T0602925120,|('no trend', False,0.461310307, 0.7366909581630523)|
L10004748466,|('no trend', False,0.070773125, 1.806930446411045)|
 SIERRA-G-02|,|('no trend', False,1, 0.0)|
 SOSA-15|,|('no trend', False,1, 0)|
USGS-353937117443501,|('no trend', False,0.276558989, 1.0880818196647797)|
USGS-354022117412201,|('no trend', False,0.462432726, -0.7348469228349533)|
USGS-354308117494401,|('no trend', False,1, 0.0)|
USGS-353910117420801,|('no trend', False,1, 0.0)|
USGS-354037119165701,|('no trend', False,1, 0.0)|
USGS-344950118231301,|('no trend', False,0.734095182, -0.3396831102433787)|
USGS-345147118133201,|('increasing', True,0.024170547, 2.2544074479065386)|
USGS-350010117483001,|('no trend', False,1, 0.0)|
USGS-350210117430801,|('no trend', False,0.916965237, 0.10425720702853739)|
USGS-353911117435701,|('no trend', False,0.255818358, 1.1363302905845705)|
USGS-353955117381601,|('increasing', True,0.017679221, 2.3722688663952245)|
USGS-345701118153802,|('no trend', False,0.140648084, 1.4733819163261046)|
USGS-352140117470501,|('no trend', False,1, 0.0)|
USGS-351529117573001,|('no trend', False,1, 0.0)|
USGS-353555119230301,|('no trend', False,1, 0.0)|
USGS-345144118170201,|('no trend', False,1, 0.0)|
USGS-352101118555801,|('no trend', False,1, 0)|
USGS-350733118070801,|('no trend', False,0.195777821, 1.2936746623588715)|
USGS-353434119191501,|('no trend', False,1, 0.0)|
USGS-353634118540901,|('no trend', False,1, 0.0)|
USGS-353955117381602,|('no trend', False,1, 0.0)|
USGS-345149118133201,|('no trend', False,1, 0.0)|
USGS-350049117484001,|('no trend', False,1, 0.0)|
USGS-350812119153101,|('no trend', False,1, 0.0)|
USGS-353603119090201,|('no trend', False,1, 0.0)|
USGS-354448119163001,|('no trend', False,1, 0.0)|
USGS-351309117451101,|('no trend', False,1, 0.0)|
USGS-353628117390801,|('no trend', False,1, 0.0)|
USGS-354003117412001,|('no trend', False,0.462432726, -0.7348469228349533)|
USGS-354633119450403,|('no trend', False,1, 0)|
USGS-353708117380701,|('no trend', False,1, 0.0)|
USGS-353941117411101,|('no trend', False,0.308179547, -1.0190493307301363)|
USGS-350653117580701,|('no trend', False,1, 0.0)|
USGS-353942117390801,|('no trend', False,0.348082624, -0.9383148632568366)|
USGS-354240117485301,|('no trend', False,0.132854956, -1.502938298604359)|
USGS-345140117534201,|('no trend', False,0.083876341, 1.7286243931201821)|
USGS-345212117561802,|('no trend', False,1, 0.0)|
USGS-353623117404001,|('no trend', False,1, 0.0)|
USGS-353955117393101,|('no trend', False,1, 0)|
USGS-354306119215501,|('no trend', False,0.734095182, 0.3396831102433787)|
USGS-354438119032201,|('no trend', False,1, 0.0)|
USGS-350418117420001,|('no trend', False,1, 0)|
USGS-345021118144601,|('increasing', True,0.047603955, 1.9808869335422103)|
USGS-345211118053301,|('no trend', False,1, 0.0)|
USGS-351844117553901,|('increasing', True,0.024170547, 2.2544074479065386)|
USGS-351104117590401,|('no trend', False,1, 0.0)|
USGS-354242117452701,|('no trend', False,0.125466405, 1.532227094691528)|
USGS-352531117471802,|('no trend', False,1, 0.0)|
USGS-354638119465604,|('no trend', False,1, 0)|
USGS-344933118241601,|('no trend', False,0.903064283, -0.12179132693946701)|
USGS-350332117422201,|('no trend', False,1, 0.0)|
USGS-352907119354501,|('no trend', False,1, 0.0)|
USGS-353921117403701,|('no trend', False,1, 0.0)|
USGS-353953117373701,|('no trend', False,1, 0.0)|
USGS-354435117454001,|('no trend', False,1, 0.0)|
USGS-350006117385501,|('no trend', False,0.096565894, 1.661735128220992)|
USGS-350035117485001,|('no trend', False,1, 0.0)|
USGS-353808117421501,|('no trend', False,0.634194817, 0.47583095143088644)|
USGS-353943120023601,|('no trend', False,1, 0.0)|
USGS-354626117381601,|('no trend', False,1, 0.0)|
USGS-345134118141101,|('no trend', False,1, 0.0)|
USGS-345956117384401,|('no trend', False,1, 0.0)|
USGS-354638119465602,|('no trend', False,1, 0)|
USGS-353725117382701,|('no trend', False,1, 0.0)|
USGS-353913117400601,|('increasing', True,0.000342157, 3.5810951431430054)|
USGS-353929117374901,|('no trend', False,1, 0.0)|
USGS-354636119225501,|('no trend', False,1, 0.0)|
USGS-354638119465601,|('no trend', False,1, 0)|
USGS-350218117442501,|('no trend', False,1, 0.0)|
USGS-350735117575601,|('no trend', False,0.806495941, -0.2449489742783178)|
USGS-353516119113901,|('no trend', False,1, 0.0)|
USGS-354258117494201,|('no trend', False,1, 0.0)|
USGS-353908117395201,|('increasing', True,0.014422854, 2.446555635430061)|
USGS-353911117432601,|('no trend', False,0.806495941, 0.2449489742783178)|
USGS-354010117375601,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-354011119172901,|('no trend', False,1, 0.0)|
USGS-354147117414101,|('increasing', True,0.014532178, 2.4438323395909443)|
USGS-350122117461401,|('no trend', False,0.584175975, -0.5472951500600487)|
USGS-351535118494501,|('no trend', False,0.296269871, 1.044465935734187)|
USGS-353016119260201,|('no trend', False,1, 0.0)|
USGS-354055117400401,|('no trend', False,0.296269871, 1.044465935734187)|
USGS-353911117434001,|('no trend', False,0.265510389, -1.1134612334371354)|
USGS-350249117514301,|('no trend', False,1, 0.0)|
USGS-351826117580601,|('no trend', False,0.858027657, -0.17888543819998318)|
USGS-351630117591801,|('no trend', False,0.707114231, 0.3757345746510897)|
USGS-350113117444801,|('no trend', False,0.07633274, -1.7723725194851356)|
USGS-353850117430501,|('no trend', False,1, 0.0)|
USGS-344923117550301,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-345240117565001,|('no trend', False,0.132854956, -1.502938298604359)|
USGS-353701117384701,|('no trend', False,1, 0.0)|
USGS-354658117411201,|('no trend', False,0.219515198, 1.2278182636050872)|
USGS-350616117475501,|('no trend', False,1, 0.0)|
USGS-352045118473601,|('no trend', False,1, 0.0)|
USGS-354358119564101,|('no trend', False,1, 0.0)|
USGS-351824117570101,|('no trend', False,0.799897911, -0.25347922728967703)|
USGS-352137117531201,|('increasing', True,0.000302485, 3.613162749578969)|
USGS-354258117403902,|('no trend', False,0.298500251, 1.0396549201255079)|
USGS-353540117390601,|('no trend', False,0.707114231, -0.3757345746510897)|
USGS-353954117390801,|('no trend', False,1, 0.0)|
USGS-353644117380601,|('no trend', False,0.839473398, -0.20256711147285464)|
USGS-350023117490201,|('no trend', False,0.762204021, -0.3025877897888935)|
USGS-344921117570601,|('no trend', False,1, 0.0)|
USGS-350536118555401,|('no trend', False,1, 0.0)|
USGS-352208118595201,|('no trend', False,1, 0.0)|
USGS-351818119073901,|('no trend', False,1, 0.0)|
USGS-353158119482001,|('no trend', False,1, 0.0)|
USGS-353614117400701,|('no trend', False,1, 0.0)|
USGS-354220120004201,|('no trend', False,1, 0.0)|
USGS-350001117385101,|('no trend', False,0.132854956, 1.502938298604359)|
USGS-353617117400701,|('no trend', False,1, 0.0)|
USGS-350019117385202,|('no trend', False,1, 0.0)|
USGS-350733118063301,|('no trend', False,1, 0.0)|
USGS-350707117583301,|('no trend', False,1, 0.0)|
USGS-354608117503601,|('no trend', False,1, 0.0)|
USGS-353959117431501,|('no trend', False,1, 0.0)|
USGS-345145118200101,|('no trend', False,1, 0.0)|
USGS-352749119261501,|('increasing', True,0.027486336, 2.2045407685048604)|
USGS-353137119183601,|('no trend', False,1, 0.0)|
USGS-354148117451701,|('no trend', False,1, 0.0)|
USGS-354052117445201,|('no trend', False,1, 0.0)|
USGS-354704117441501,|('no trend', False,1, 0.0)|
USGS-345213118051501,|('no trend', False,1, 0.0)|
USGS-350040117523501,|('increasing', True,4.29E-06, 4.596681284074584)|
USGS-353923117392601,|('no trend', False,0.089429359, 1.6984155512168937)|
USGS-350058117472101,|('no trend', False,1, 0.0)|
USGS-350820118055801,|('no trend', False,1, 0.0)|
